Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
EDD_2-main,EDD_2,App,4,3,5,4,27,5,0,0,0.4,7,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\App.java,11
EDD_2-main,EDD_2.controllers,GameController,17,0,10,6,104,14,0,0,0.2,0,4,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\GameController.java,22
EDD_2-main,EDD_2.controllers,GameCvCController,15,0,10,9,121,17,0,0,0.2,0,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\GameCvCController.java,31
EDD_2-main,EDD_2.controllers,GamePvCController,15,0,12,9,198,32,0,0,0.0,0,6,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\GamePvCController.java,25
EDD_2-main,EDD_2.controllers,LauncherController,4,0,6,6,50,6,0,0,0.8333333333333334,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\LauncherController.java,17
EDD_2-main,EDD_2.controllers,RankingController,7,1,5,3,51,7,0,0,0.6,0,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\RankingController.java,28
EDD_2-main,EDD_2.controllers,SelectingController,12,7,15,12,135,23,0,0,0.13333333333333333,1,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\controllers\SelectingController.java,31
EDD_2-main,EDD_2.dataStructures,Tree,1,0,8,7,30,8,0,0,0.0,1,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\dataStructures\Tree.java,7
EDD_2-main,EDD_2.dataStructures,TreeNode,2,0,5,5,23,5,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\dataStructures\TreeNode.java,10
EDD_2-main,EDD_2.models,Board,6,3,13,12,100,26,0,0,0.0,6,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Board.java,11
EDD_2-main,EDD_2.models,Computer,4,0,3,3,21,3,0,1,0.0,2,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Computer.java,8
EDD_2-main,EDD_2.models,MiniMax,5,0,11,11,96,23,0,0,0.0,1,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\MiniMax.java,13
EDD_2-main,EDD_2.models,Partida,4,0,0,0,9,0,0,0,-1.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Partida.java,7
EDD_2-main,EDD_2.models,Person,5,0,10,10,52,12,0,1,0.0,3,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Person.java,9
EDD_2-main,EDD_2.models,Player,2,0,1,1,8,1,2,0,0.0,4,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Player.java,9
EDD_2-main,EDD_2.models,Ranking,0,0,2,2,20,2,0,0,-1.0,2,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E18\Repo2\EDD_2-main\EDD_2-main\src\main\java\EDD_2\models\Ranking.java,21
