Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
EmojiProject,controladores,App,start,5,1,1,30,0,controladores.App,controladores.App
EmojiProject,controladores,App,setRoot,3,1,1,37,0,controladores.App,controladores.App
EmojiProject,controladores,App,loadFXML,4,1,1,41,0,,
EmojiProject,controladores,App,main,3,1,1,46,0,,
EmojiProject,controladores,LoginController,initialize,3,1,0,34,0,,
EmojiProject,controladores,LoginController,login,24,2,0,38,0,controladores.LoginController,controladores.LoginController
EmojiProject,controladores,LoginController,signup,10,1,1,62,0,,
EmojiProject,controladores,LoginController,correctAcccount,2,1,2,74,0,,
EmojiProject,controladores,PrincipalPaneController,initialize,51,6,0,141,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,initialComponents,25,2,0,197,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,next,154,21,1,221,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,previous,157,21,1,364,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick1,3,1,1,516,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick2,3,1,1,521,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick3,3,1,1,526,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick4,3,1,1,531,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick5,3,1,1,536,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imgViewClick6,3,1,1,541,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,btnFaceClick,27,2,1,546,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,btnEyeClick,27,2,1,573,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,btnMouthClick,27,2,1,600,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,btnEyebrowsClick,27,2,1,628,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,btnAccessoriesClick,28,2,1,657,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,imagesViewsClick,62,6,2,690,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,setDropShadow,12,1,1,744,0,,
EmojiProject,controladores,PrincipalPaneController,setImagesViews,6,1,4,759,0,,
EmojiProject,controladores,PrincipalPaneController,btnDeleteFaceClick,3,1,1,767,0,,
EmojiProject,controladores,PrincipalPaneController,btnDeleteMouthClick,3,1,1,772,0,,
EmojiProject,controladores,PrincipalPaneController,btnDeleteEyesClick,3,1,1,777,0,,
EmojiProject,controladores,PrincipalPaneController,btnDeleteEyebrowsClick,3,1,1,782,0,,
EmojiProject,controladores,PrincipalPaneController,btnDeleteAccessoriesClick,3,1,1,787,0,,
EmojiProject,controladores,PrincipalPaneController,loadProject,66,7,1,792,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,setImageFromPath,5,2,2,860,0,,
EmojiProject,controladores,PrincipalPaneController,saveProject,27,2,1,866,0,,
EmojiProject,controladores,PrincipalPaneController,saveImg,20,2,1,898,0,controladores.PrincipalPaneController,controladores.PrincipalPaneController
EmojiProject,controladores,PrincipalPaneController,getFileExtension,8,2,1,937,0,,
EmojiProject,controladores,PrincipalPaneController,SliderXEvent,2,1,1,953,0,,
EmojiProject,controladores,PrincipalPaneController,checkBounds,8,1,1,958,0,,
EmojiProject,controladores,PrincipalPaneController,sliderSizeEvent,12,1,1,968,0,,
EmojiProject,controladores,PrincipalPaneController,setPositionImage,4,1,1,980,0,,
EmojiProject,controladores,PrincipalPaneController,resetSliders,12,1,4,986,0,,
EmojiProject,controladores,PrincipalPaneController,recoverUser,3,1,1,999,0,,
EmojiProject,controladores,RegisterController,initialize,3,1,2,45,0,,
EmojiProject,controladores,RegisterController,backToPrimary,17,1,1,55,0,,
EmojiProject,controladores,RegisterController,save,30,4,1,75,0,controladores.RegisterController,controladores.RegisterController
EmojiProject,controladores,RegisterController,showAlert,6,1,1,107,0,,
EmojiProject,controladores,RegisterController,clear,5,1,0,114,0,,
EmojiProject,modelo,User,User,4,1,2,25,0,,
EmojiProject,modelo,User,getUser,3,1,0,30,0,,
EmojiProject,modelo,User,setUser,3,1,1,34,0,,
EmojiProject,modelo,User,getPassword,3,1,0,38,0,,
EmojiProject,modelo,User,setPassword,3,1,1,42,0,,
EmojiProject,modelo,User,getProyectos,3,1,0,46,0,,
EmojiProject,modelo,User,setProyectos,3,1,1,50,0,,
EmojiProject,modelo,User,loadUsers,17,2,0,54,0,,
EmojiProject,modelo,User,verifyUser,9,3,3,71,0,modelo.User,modelo.User
EmojiProject,modelo,User,returnUser,9,3,3,81,0,modelo.User,modelo.User
EmojiProject,proyecto,Accessories,Accessories,3,1,1,19,0,,
EmojiProject,proyecto,Accessories,getPath,3,1,0,23,0,,
EmojiProject,proyecto,Accessories,setPath,3,1,1,27,0,,
EmojiProject,proyecto,Accessories,loadAccessories,14,2,1,31,0,,
EmojiProject,proyecto,Eye,Eye,3,1,1,20,0,,
EmojiProject,proyecto,Eye,getPath,3,1,0,24,0,,
EmojiProject,proyecto,Eye,setPath,3,1,1,28,0,,
EmojiProject,proyecto,Eye,loadEyes,14,2,1,32,0,,
EmojiProject,proyecto,Eyebrow,Eyebrow,3,1,1,19,0,,
EmojiProject,proyecto,Eyebrow,getPath,3,1,0,23,0,,
EmojiProject,proyecto,Eyebrow,setPath,3,1,1,27,0,,
EmojiProject,proyecto,Eyebrow,loadEyebrows,14,2,1,31,0,,
EmojiProject,proyecto,Face,Face,3,1,1,21,0,,
EmojiProject,proyecto,Face,getPath,3,1,0,25,0,,
EmojiProject,proyecto,Face,setPath,3,1,1,29,0,,
EmojiProject,proyecto,Face,loadFaces,14,2,1,33,0,,
EmojiProject,proyecto,Face,toString,3,1,0,50,0,,
EmojiProject,proyecto,Mouth,Mouth,3,1,1,20,0,,
EmojiProject,proyecto,Mouth,getPath,3,1,0,24,0,,
EmojiProject,proyecto,Mouth,setPath,3,1,1,28,0,,
EmojiProject,proyecto,Mouth,loadMouths,14,2,1,32,0,,
EmojiProject,tdas,ArrayList,ArrayList,4,1,0,19,0,,
EmojiProject,tdas,ArrayList,isFull,3,1,0,24,0,,
EmojiProject,tdas,ArrayList,addCapacity,8,2,0,28,0,,
EmojiProject,tdas,ArrayList,size,3,1,0,37,0,,
EmojiProject,tdas,ArrayList,isEmpty,3,1,0,42,0,,
EmojiProject,tdas,ArrayList,clear,3,1,0,47,0,,
EmojiProject,tdas,ArrayList,toString,13,3,0,52,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,addFirst,18,5,1,66,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,addLast,16,4,1,85,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,removeFirst,3,1,0,101,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,removeLast,3,1,0,106,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,add,21,6,2,111,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,remove,14,3,1,133,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,get,8,2,1,148,0,,
EmojiProject,tdas,ArrayList,set,8,2,2,157,0,,
EmojiProject,tdas,ArrayList,swap,14,3,2,167,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,reverse,13,4,0,191,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,indexOf,21,7,1,211,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,contains,3,1,1,234,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,iterator,20,3,0,238,0,tdas.ArrayList,tdas.ArrayList
EmojiProject,tdas,ArrayList,hasNext,3,1,0,246,0,,
EmojiProject,tdas,ArrayList,next,8,2,0,251,0,,
EmojiProject,tdas,CDoublyLinkedList,getIndex,13,3,1,21,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,getFirst,3,1,0,34,0,,
EmojiProject,tdas,CDoublyLinkedList,setHead,3,1,1,38,0,,
EmojiProject,tdas,CDoublyLinkedList,getTail,3,1,0,42,0,,
EmojiProject,tdas,CDoublyLinkedList,setTail,3,1,1,46,0,,
EmojiProject,tdas,CDoublyLinkedList,getLocation,3,1,0,50,0,,
EmojiProject,tdas,CDoublyLinkedList,setLocation,3,1,1,54,0,,
EmojiProject,tdas,CDoublyLinkedList,getNumElements,3,1,0,58,0,,
EmojiProject,tdas,CDoublyLinkedList,setNumElements,3,1,1,62,0,,
EmojiProject,tdas,CDoublyLinkedList,isFound,3,1,0,66,0,,
EmojiProject,tdas,CDoublyLinkedList,setFound,3,1,1,70,0,,
EmojiProject,tdas,CDoublyLinkedList,CDoublyLinkedList,7,1,0,74,0,,
EmojiProject,tdas,CDoublyLinkedList,isEmpty,3,1,0,83,0,,
EmojiProject,tdas,CDoublyLinkedList,size,3,1,0,88,0,,
EmojiProject,tdas,CDoublyLinkedList,find,16,4,1,93,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,getNode,10,3,1,113,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,get,7,2,1,134,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,contains,4,1,1,142,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,findPosition,13,3,1,149,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,get,9,2,1,168,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,reset,3,1,0,182,0,,
EmojiProject,tdas,CDoublyLinkedList,add,16,2,1,188,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,addFirst,17,2,1,208,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,addLast,17,2,1,230,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,addAtPosition,30,4,2,252,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,remove,25,5,1,295,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,removeFirst,14,3,0,327,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,removeLast,14,3,0,344,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,removeAtPosition,18,3,1,362,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,toString,13,3,0,386,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,next,4,1,1,405,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,printReverse,13,3,0,410,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,CDoublyLinkedList,getTen,17,4,1,428,0,tdas.CDoublyLinkedList,tdas.CDoublyLinkedList
EmojiProject,tdas,DoublyNodeList,DoublyNodeList,5,1,1,19,0,,
EmojiProject,tdas,DoublyNodeList,getContent,3,1,0,25,0,,
EmojiProject,tdas,DoublyNodeList,setContent,3,1,1,29,0,,
EmojiProject,tdas,DoublyNodeList,getNext,3,1,0,33,0,,
EmojiProject,tdas,DoublyNodeList,setNext,3,1,1,37,0,,
EmojiProject,tdas,DoublyNodeList,getPrevious,3,1,0,41,0,,
EmojiProject,tdas,DoublyNodeList,setPrevious,3,1,1,45,0,,
EmojiProject,tdas,LinkedList,LinkedList,4,1,0,10,0,,
EmojiProject,tdas,LinkedList,getFirst,3,1,0,15,0,,
EmojiProject,tdas,LinkedList,setFirst,3,1,1,19,0,,
EmojiProject,tdas,LinkedList,getLast,3,1,0,23,0,,
